casual,Shirt_blue,short_sleeve,Pants_black,short,,Drinks
casual,Shirt_red,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_black,short_sleeve,Pants_yellow,short,,Drinks
casual,Shirt_blue,short_sleeve,Pants_white,long,,Drinks
formal,Shirt_red,long sleeve,Pants_black,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_brown,long,,
casual,Shirt_white,short_sleeve,Pants_black,short,,Drinks
casual,Shirt_brown,long sleeve,Pants_grey,long,Specs,Drinks
traditional,Shirt_white,long sleeve,Pants_orange,long,,Drinks
casual,Shirt_brown,short_sleeve,Pants_black ,long,Specs,Drinks
casual,Shirt_black,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_black,short_sleeve,Pants_brown,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_black,long,,
casual,Shirt_white,short_sleeve,Pants_white,short,Specs,Drinks
casual,Shirt_purple,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_grey,long,,Drinks
formal,Shirt_white,short_sleeve,Pants_brown,long,Specs,Drinks
casual,Shirt_grey,short_sleeve,Pants_grey,short,,Drinks
formal,Shirt_orange,long sleeve,Pants_black,long,,Drinks
traditional,Shirt_green,long sleeve,Pants_green,long,Specs,Drinks
traditional,Shirt_brown,long sleeve,Pants_brown,long,,Drinks
casual,Shirt_grey,long sleeve,Pants_black,long,,Drinks
formal,Shirt_grey,long sleeve,Pants_black,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_black,short,,Drinks
casual,Shirt_black,short_sleeve,Pants_blue,short,,Drinks
traditional,Shirt_red,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_blue,long sleeve,Pants_yellow,short,,Drinks
casual,Shirt_white,short_sleeve,Pants_blue_jeans,long,,
casual,Shirt_white,short_sleeve,Pants_black,long,,
casual,Shirt_brown,short_sleeve,Pants_blue,long,,Drinks
casual,Shirt_grey,short_sleeve,Pants_grey,long,,
casual,Shirt_blue,short_sleeve,Pants_brown,short,,Drinks
casual,Shirt_white,short_sleeve,Pants_black,long,,
formal,Shirt_blue,long sleeve,Pants_black,long,Specs,Drinks
casual,Shirt_brown,long sleeve,Pants_black,long,,Drinks
casual,Shirt_red,short_sleeve,Pants_black,long,Specs,
casual,Shirt_blue,long sleeve,Pants_black,long,,Drinks
casual,Shirt_red,short_sleeve,Pants_black,long,,
casual,Shirt_grey,long sleeve,Pants_white,long,Specs,Drinks
traditional,Shirt_green,long sleeve,Pants_white,long,Specs,Drinks
casual,Shirt_purple,long sleeve,Pants_purple,long,,
casual,Shirt_brown,long sleeve,Pants_brown,long,,
traditional,Shirt_purple,long sleeve,Pants_purple,long,Specs,Drinks
casual,Shirt_black,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_red,short,Specs,Drinks
formal,Shirt_white,long sleeve,Pants_black,long,,Drinks
traditional,Shirt_white,long sleeve,Pants_white,long,,Drinks
formal,Shirt_grey,long sleeve,Pants_black,long,,Drinks
casual,Shirt_blue,long sleeve,Pants_black,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_yellow,long,Specs,Drinks
casual,Shirt_red,short_sleeve,Pants_white,long,Specs,Drinks
casual,Shirt_green,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_red,short_sleeve,Pants_purple,long,,Drinks
casual,Shirt_green,long sleeve,Pants_black,long,,
casual,Shirt_white,short_sleeve,Pants_grey,short,,Drinks
casual,Shirt_black,short_sleeve,Pants_black,long,,
casual,Shirt_black,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_blue,short_sleeve,Pants_black,short,,Drinks
casual,Shirt_red,short_sleeve,Pants_green,short,,Drinks
casual,Shirt_grey,short_sleeve,Pants_black,long,,
formal,Shirt_pink,short_sleeve,Pants_black,long,,Drinks
formal,Shirt_white,short_sleeve,Pants_black,long,,
formal,Shirt_white,short_sleeve,Pants_grey,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_blue,short,,Drinks
casual,Shirt_black,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_red,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_blue,short_sleeve,Pants_black,long,,Drinks
traditional,Shirt_blue,long sleeve,Pants_blue,long,Specs,Drinks
casual,Shirt_red,short_sleeve,Pants_blue_jeans,long,,Drinks
casual,Shirt_green,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_black,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_purple,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_black,short,Specs,Drinks
casual,Shirt_yellow,short_sleeve,Pants_black,long,Specs,Drinks
casual,Shirt_white,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_grey,long,,
casual,Shirt_brown,long sleeve,Pants_brown,long,,
casual,Shirt_red,long sleeve,Pants_black,long,,Drinks
casual,Shirt_blue,short_sleeve,Pants_black,long,,
casual,Shirt_white,short_sleeve,Pants_brown,short,,Drinks
casual,Shirt_black,short_sleeve,Pants_blue,long,,Drinks
casual,Shirt_orange,short_sleeve,Pants_grey,short,,Drinks
casual,Shirt_black,short_sleeve,Pants_grey,long,Specs,Drinks
casual,Shirt_red,short_sleeve,Pants_brown,short,,
casual,Shirt_red,short_sleeve,Pants_blue_jeans,long,,Drinks
casual,Shirt_blue,short_sleeve,Pants_brown,long,Specs,Drinks
casual,Shirt_red,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_brown,short_sleeve,Pants_white,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_blue,short_sleeve,Pants_black,long,,
casual,Shirt_white,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_black,short_sleeve,Pants_black,long,Specs,Drinks
formal,Shirt_red,long sleeve,Pants_blue_jeans,long,,Drinks
casual,Shirt_red,short_sleeve,Pants_black,long,Specs,Drinks
casual,Shirt_black,short_sleeve,Pants_white,long,,Drinks
casual,Shirt_black,short_sleeve,Pants_blue_jeans,long,,Drinks
casual,Shirt_grey,short_sleeve,Pants_blue,long,Specs,Drinks
casual,Shirt_blue,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_blue,short_sleeve,Pants_brown,long,,Drinks
casual,Shirt_red,short_sleeve,Pants_green,long,,Drinks
casual,Shirt_black,short_sleeve,Pants_black,long,Specs,Drinks
formal,Shirt_white,short_sleeve,Pants_blue,long,,Drinks
casual,Shirt_blue,short_sleeve,Pants_brown,short,,Drinks
casual,Shirt_red,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_blue_jeans,long,,Drinks
casual,Shirt_blue,long sleeve,Pants_black,long,Specs,Drinks
casual,Shirt_purple,long sleeve,Pants_pink,long,,Drinks
casual,Shirt_black,short_sleeve,Pants_grey,long,,Drinks
casual,Shirt_black,short_sleeve,Pants_blue,long,,Drinks
casual,Shirt_purple,short_sleeve,Pants_purple,long,,Drinks
casual,Shirt_red,short_sleeve,Pants_brown,short,,Drinks
casual,Shirt_red,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_black,long sleeve,Pants_white,long,,Drinks
casual,Shirt_black,long sleeve,Pants_black,long,,Drinks
casual,Shirt_blue,short_sleeve,Pants_white,long,,Drinks
formal,Shirt_white,long sleeve,Pants_black,long,,
casual,Shirt_black,short_sleeve,Pants_blue,long,,Drinks
casual,Shirt_red,short_sleeve,Pants_purple,short,,Drinks
casual,Shirt_orange,long sleeve,Pants_black,long,,Drinks
casual,Shirt_black,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_black,long,,Drinks
formal,Shirt_black,long sleeve,Pants_black,long,,
casual,Shirt_blue,long sleeve,Pants_black,long,,Drinks
traditional,Shirt_white,short_sleeve,Pants_white,long,Specs,Drinks
traditional,Shirt_purple,long sleeve,Pants_purple,long,,Drinks
traditional,Shirt_red,long sleeve,Pants_red,long,Specs,
casual,Shirt_black,short_sleeve,Pants_black,long,,
casual,Shirt_black,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_orange,short_sleeve,Pants_black,long,,Drinks
traditional,Shirt_purple,long sleeve,Pants_purple,long,,Drinks
casual,Shirt_blue,long sleeve,Pants_black,long,,
casual,Shirt_black,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_black,short_sleeve,Pants_white,short,,Drinks
casual,Shirt_orange,short_sleeve,Pants_black,short,,Drinks
casual,Shirt_white,short_sleeve,Pants_red,short,,
casual,Shirt_grey,short_sleeve,Pants_brown,short,,Drinks
casual,Shirt_green,short_sleeve,Pants_black,long,,
traditional,Shirt_brown,long sleeve,Pants_brown,long,Specs,
casual,Shirt_black,short_sleeve,Pants_green,long,,Drinks
formal,Shirt_white,long sleeve,Pants_black,long,,Drinks
